id,name,ingredients,calories,allergens
1669,Food Dessert,"salt, oil",437,none
1670,Food Dessert,"salt, oil",513,none
1671,Food Dessert,"salt, oil",305,none
1672,Food Dessert,"salt, oil",607,none
1673,Food Dessert,"salt, oil",252,none
1674,Food Dessert,"salt, oil",486,none
1675,Food Dessert,"salt, oil",485,none
1676,Food Dessert,"salt, oil",451,none
1677,Food Dessert,"salt, oil",349,none
1678,Food Dessert,"salt, oil",700,none
1679,Food Dessert,"salt, oil",587,none
1680,Food Dessert,"salt, oil",241,none
1681,Food Dessert,"salt, oil",424,none
1682,Food Dessert,"salt, oil",491,none
1683,Food Dessert,"salt, oil",453,none
1684,Food Dessert,"salt, oil",495,none
1685,Food Dessert,"salt, oil",683,none
1686,Food Dessert,"salt, oil",524,none
1687,Food Dessert,"salt, oil",752,none
1688,Food Dessert,"salt, oil",468,none
1689,Food Dessert,"salt, oil",427,none
1690,Food Dessert,"salt, oil",371,none
1691,Food Dessert,"salt, oil",437,none
1692,Food Dessert,"salt, oil",524,none
1693,Food Dessert,"salt, oil",673,none
1694,Food Dessert,"salt, oil",432,none
1695,Food Dessert,"salt, oil",705,none
1696,Food Dessert,"salt, oil",670,none
1697,Food Dessert,"salt, oil",468,none
1698,Food Dessert,"salt, oil",332,none
1699,Food Dessert,"salt, oil",464,none
1700,Food Dessert,"salt, oil",264,none
1701,Food Dessert,"salt, oil",488,none
1702,Food Dessert,"salt, oil",669,none
1703,Food Dessert,"salt, oil",228,none
1704,Food Dessert,"salt, oil",516,none
1705,Food Dessert,"salt, oil",793,none
1706,Food Dessert,"salt, oil",690,none
1707,Food Dessert,"salt, oil",532,none
1708,Food Dessert,"salt, oil",549,none
1709,Food Dessert,"salt, oil",200,none
1710,Food Dessert,"salt, oil",798,none
1711,Food Dessert,"salt, oil",695,none
1712,Food Dessert,"salt, oil",608,none
1713,Food Dessert,"salt, oil",613,none
1714,Food Dessert,"salt, oil",276,none
1715,Food Dessert,"salt, oil",587,none
1716,Food Dessert,"salt, oil",721,none
1717,Food Dessert,"salt, oil",275,none
1718,Food Dessert,"salt, oil",596,none
1719,Food Dessert,"salt, oil",352,none
1720,Food Dessert,"salt, oil",587,none
1721,Food Dessert,"salt, oil",604,none
1722,Food Dessert,"salt, oil",734,none
1723,Food Dessert,"salt, oil",219,none
1724,Food Dessert,"salt, oil",351,none
1725,Food Dessert,"salt, oil",537,none
1726,Food Dessert,"salt, oil",475,none
1727,Food Dessert,"salt, oil",427,none
1728,Food Dessert,"salt, oil",781,none
1729,Food Dessert,"salt, oil",223,none
1730,Food Dessert,"salt, oil",271,none
1731,Food Dessert,"salt, oil",560,none
1732,Food Dessert,"salt, oil",502,none
1733,Food Dessert,"salt, oil",313,none
1734,Food Dessert,"salt, oil",338,none
1735,Food Dessert,"salt, oil",607,none
1736,Food Dessert,"salt, oil",381,none
1737,Food Dessert,"salt, oil",426,none
1738,Food Dessert,"salt, oil",390,none
1739,Food Dessert,"salt, oil",396,none
1740,Food Dessert,"salt, oil",247,none
1741,Food Dessert,"salt, oil",655,none
1742,Food Dessert,"salt, oil",267,none
1743,Food Dessert,"salt, oil",601,none
1744,Food Dessert,"salt, oil",712,none
1745,Food Dessert,"salt, oil",783,none
1746,Food Dessert,"salt, oil",492,none
1747,Food Dessert,"salt, oil",412,none
1748,Food Dessert,"salt, oil",396,none
1749,Food Dessert,"salt, oil",607,none
1750,Food Dessert,"salt, oil",586,none
1751,Food Dessert,"salt, oil",263,none
1752,Food Dessert,"salt, oil",572,none
1753,Food Dessert,"salt, oil",673,none
1754,Food Dessert,"salt, oil",705,none
1755,Food Dessert,"salt, oil",732,none
1756,Food Dessert,"salt, oil",689,none
1757,Food Dessert,"salt, oil",640,none
1758,Food Dessert,"salt, oil",693,none
1759,Food Dessert,"salt, oil",772,none
1760,Food Dessert,"salt, oil",214,none
1761,Food Dessert,"salt, oil",669,none
1762,Food Dessert,"salt, oil",686,none
1763,Food Dessert,"salt, oil",225,none
1764,Food Dessert,"salt, oil",259,none
1765,Food Dessert,"salt, oil",311,none
1766,Food Dessert,"salt, oil",320,none
1767,Food Dessert,"salt, oil",457,none
1768,Food Dessert,"salt, oil",671,none
1769,Food Dessert,"salt, oil",706,none
1770,Food Dessert,"salt, oil",677,none
1771,Food Dessert,"salt, oil",716,none
1772,Food Dessert,"salt, oil",798,none
1773,Food Dessert,"salt, oil",527,none
1774,Food Dessert,"salt, oil",491,none
1775,Food Dessert,"salt, oil",665,none
1776,Food Dessert,"salt, oil",265,none
1777,Food Dessert,"salt, oil",706,none
1778,Food Dessert,"salt, oil",338,none
1779,Food Dessert,"salt, oil",362,none
1780,Food Dessert,"salt, oil",698,none
1781,Food Dessert,"salt, oil",786,none
1782,Food Dessert,"salt, oil",271,none
1783,Food Dessert,"salt, oil",465,none
1784,Food Dessert,"salt, oil",490,none
1785,Food Dessert,"salt, oil",200,none
1786,Food Dessert,"salt, oil",736,none
1787,Food Dessert,"salt, oil",227,none
1788,Food Dessert,"salt, oil",457,none
1789,Food Dessert,"salt, oil",788,none
1790,Food Dessert,"salt, oil",747,none
1791,Food Dessert,"salt, oil",684,none
1792,Food Dessert,"salt, oil",622,none
1793,Food Dessert,"salt, oil",670,none
1794,Food Dessert,"salt, oil",453,none
1795,Food Dessert,"salt, oil",362,none
1796,Food Dessert,"salt, oil",601,none
1797,Food Dessert,"salt, oil",255,none
1798,Food Dessert,"salt, oil",215,none
1799,Food Dessert,"salt, oil",501,none
1800,Food Dessert,"salt, oil",259,none
1801,Food Dessert,"salt, oil",419,none
1802,Food Dessert,"salt, oil",779,none
1803,Food Egg,"salt, oil",542,none
1804,Food Egg,"salt, oil",315,none
1805,Food Egg,"salt, oil",698,none
1806,Food Egg,"salt, oil",462,none
1807,Food Egg,"salt, oil",281,none
1808,Food Egg,"salt, oil",551,none
1809,Food Egg,"salt, oil",423,none
1810,Food Egg,"salt, oil",490,none
1811,Food Egg,"salt, oil",499,none
1812,Food Egg,"salt, oil",231,none
1813,Food Egg,"salt, oil",244,none
1814,Food Egg,"salt, oil",769,none
1815,Food Egg,"salt, oil",618,none
1816,Food Egg,"salt, oil",798,none
1817,Food Egg,"salt, oil",701,none
1818,Food Egg,"salt, oil",279,none
1819,Food Egg,"salt, oil",310,none
1820,Food Egg,"salt, oil",632,none
1821,Food Egg,"salt, oil",231,none
1822,Food Egg,"salt, oil",699,none
1823,Food Egg,"salt, oil",414,none
1824,Food Egg,"salt, oil",261,none
1825,Food Egg,"salt, oil",293,none
1826,Food Egg,"salt, oil",586,none
1827,Food Egg,"salt, oil",444,none
1828,Food Egg,"salt, oil",652,none
1829,Food Egg,"salt, oil",675,none
1830,Food Egg,"salt, oil",651,none
1831,Food Egg,"salt, oil",577,none
1832,Food Egg,"salt, oil",497,none
1833,Food Egg,"salt, oil",209,none
1834,Food Egg,"salt, oil",263,none
1835,Food Egg,"salt, oil",515,none
1836,Food Egg,"salt, oil",462,none
1837,Food Egg,"salt, oil",282,none
1838,Food Egg,"salt, oil",253,none
1839,Food Egg,"salt, oil",540,none
1840,Food Egg,"salt, oil",470,none
1841,Food Egg,"salt, oil",508,none
1842,Food Egg,"salt, oil",527,none
1843,Food Egg,"salt, oil",339,none
1844,Food Egg,"salt, oil",795,none
1845,Food Egg,"salt, oil",551,none
1846,Food Egg,"salt, oil",789,none
1847,Food Egg,"salt, oil",454,none
1848,Food Egg,"salt, oil",276,none
1849,Food Egg,"salt, oil",303,none
1850,Food Egg,"salt, oil",513,none
1851,Food Egg,"salt, oil",717,none
1852,Food Egg,"salt, oil",350,none
1853,Food Egg,"salt, oil",692,none
1854,Food Egg,"salt, oil",786,none
1855,Food Egg,"salt, oil",283,none
1856,Food Egg,"salt, oil",318,none
1857,Food Egg,"salt, oil",696,none
1858,Food Egg,"salt, oil",513,none
1859,Food Egg,"salt, oil",438,none
1860,Food Egg,"salt, oil",473,none
1861,Food Egg,"salt, oil",353,none
1862,Food Egg,"salt, oil",800,none
1863,Food Egg,"salt, oil",563,none
1864,Food Egg,"salt, oil",402,none
1865,Food Egg,"salt, oil",798,none
1866,Food Egg,"salt, oil",505,none
1867,Food Egg,"salt, oil",564,none
1868,Food Egg,"salt, oil",734,none
1869,Food Egg,"salt, oil",256,none
1870,Food Egg,"salt, oil",799,none
1871,Food Egg,"salt, oil",513,none
1872,Food Egg,"salt, oil",484,none
1873,Food Egg,"salt, oil",345,none
1874,Food Egg,"salt, oil",344,none
1875,Food Egg,"salt, oil",775,none
1876,Food Egg,"salt, oil",445,none
1877,Food Egg,"salt, oil",366,none
1878,Food Egg,"salt, oil",231,none
1879,Food Egg,"salt, oil",226,none
1880,Food Egg,"salt, oil",298,none
1881,Food Egg,"salt, oil",577,none
1882,Food Egg,"salt, oil",304,none
1883,Food Egg,"salt, oil",223,none
1884,Food Egg,"salt, oil",761,none
1885,Food Egg,"salt, oil",293,none
1886,Food Egg,"salt, oil",716,none
1887,Food Egg,"salt, oil",433,none
1888,Food Egg,"salt, oil",752,none
1889,Food Egg,"salt, oil",489,none
1890,Food Egg,"salt, oil",350,none
1891,Food Egg,"salt, oil",281,none
1892,Food Egg,"salt, oil",407,none
1893,Food Egg,"salt, oil",268,none
1894,Food Egg,"salt, oil",279,none
1895,Food Egg,"salt, oil",578,none
1896,Food Egg,"salt, oil",543,none
1897,Food Egg,"salt, oil",428,none
1898,Food Egg,"salt, oil",476,none
1899,Food Egg,"salt, oil",414,none
1900,Food Egg,"salt, oil",367,none
1901,Food Egg,"salt, oil",778,none
1902,Food Egg,"salt, oil",294,none
1903,Food Egg,"salt, oil",468,none
1904,Food Egg,"salt, oil",435,none
1905,Food Egg,"salt, oil",672,none
1906,Food Egg,"salt, oil",691,none
1907,Food Egg,"salt, oil",764,none
1908,Food Egg,"salt, oil",723,none
1909,Food Egg,"salt, oil",216,none
1910,Food Egg,"salt, oil",740,none
1911,Food Egg,"salt, oil",788,none
1912,Food Egg,"salt, oil",796,none
1913,Food Egg,"salt, oil",449,none
1914,Food Egg,"salt, oil",292,none
1915,Food Egg,"salt, oil",477,none
1916,Food Egg,"salt, oil",453,none
1917,Food Egg,"salt, oil",209,none
1918,Food Egg,"salt, oil",714,none
1919,Food Egg,"salt, oil",311,none
1920,Food Egg,"salt, oil",581,none
1921,Food Egg,"salt, oil",662,none
1922,Food Egg,"salt, oil",590,none
1923,Food Egg,"salt, oil",614,none
1924,Food Egg,"salt, oil",449,none
1925,Food Egg,"salt, oil",201,none
1926,Food Egg,"salt, oil",656,none
1927,Food Egg,"salt, oil",384,none
1928,Food Egg,"salt, oil",597,none
1929,Food Egg,"salt, oil",393,none
1930,Food Egg,"salt, oil",798,none
1931,Food Egg,"salt, oil",601,none
1932,Food Egg,"salt, oil",304,none
1933,Food Egg,"salt, oil",547,none
1934,Food Egg,"salt, oil",411,none
1935,Food Egg,"salt, oil",715,none
1936,Food Egg,"salt, oil",231,none
1937,Food Egg,"salt, oil",748,none
1938,Food Egg,"salt, oil",548,none
1939,Food Egg,"salt, oil",334,none
1940,Food Egg,"salt, oil",790,none
1941,Food Egg,"salt, oil",607,none
1942,Food Egg,"salt, oil",312,none
1943,Food Egg,"salt, oil",518,none
1944,Food Egg,"salt, oil",201,none
1945,Food Egg,"salt, oil",400,none
1946,Food Egg,"salt, oil",396,none
1947,Food Egg,"salt, oil",788,none
1948,Food Egg,"salt, oil",278,none
1949,Food Egg,"salt, oil",617,none
1950,Food Egg,"salt, oil",240,none
1951,Food Egg,"salt, oil",510,none
1952,Food Egg,"salt, oil",432,none
1953,Food Egg,"salt, oil",370,none
1954,Food Egg,"salt, oil",374,none
1955,Food Egg,"salt, oil",686,none
1956,Food Egg,"salt, oil",550,none
1957,Food Egg,"salt, oil",767,none
1958,Food Egg,"salt, oil",453,none
1959,Food Egg,"salt, oil",239,none
1960,Food Egg,"salt, oil",725,none
1961,Food Egg,"salt, oil",512,none
1962,Food Egg,"salt, oil",653,none
1963,Food Egg,"salt, oil",598,none
1964,Food Egg,"salt, oil",683,none
1965,Food Egg,"salt, oil",402,none
1966,Food Egg,"salt, oil",620,none
1967,Food Egg,"salt, oil",278,none
1968,Food Egg,"salt, oil",289,none
1969,Food Egg,"salt, oil",736,none
1970,Food Egg,"salt, oil",241,none
1971,Food Egg,"salt, oil",614,none
1972,Food Egg,"salt, oil",452,none
1973,Food Egg,"salt, oil",296,none
1974,Food Egg,"salt, oil",235,none
1975,Food Egg,"salt, oil",501,none
1976,Food Egg,"salt, oil",272,none
1977,Food Egg,"salt, oil",634,none
1978,Food Egg,"salt, oil",449,none
1979,Food Egg,"salt, oil",427,none
1980,Food Egg,"salt, oil",628,none
1981,Food Egg,"salt, oil",222,none
1982,Food Egg,"salt, oil",561,none
1983,Food Egg,"salt, oil",264,none
1984,Food Egg,"salt, oil",606,none
1985,Food Egg,"salt, oil",419,none
1986,Food Egg,"salt, oil",310,none
1987,Food Egg,"salt, oil",209,none
1988,Food Egg,"salt, oil",228,none
1989,Food Egg,"salt, oil",768,none
1990,Food Egg,"salt, oil",682,none
1991,Food Egg,"salt, oil",306,none
1992,Food Egg,"salt, oil",207,none
1993,Food Egg,"salt, oil",296,none
1994,Food Egg,"salt, oil",738,none
1995,Food Egg,"salt, oil",337,none
1996,Food Egg,"salt, oil",407,none
1997,Food Egg,"salt, oil",767,none
1998,Food Egg,"salt, oil",768,none
1999,Food Egg,"salt, oil",784,none
2000,Food Egg,"salt, oil",606,none
2001,Food Egg,"salt, oil",398,none
2002,Food Egg,"salt, oil",315,none
2003,Food Egg,"salt, oil",749,none
2004,Food Egg,"salt, oil",295,none
2005,Food Egg,"salt, oil",541,none
2006,Food Egg,"salt, oil",539,none
2007,Food Egg,"salt, oil",242,none
2008,Food Egg,"salt, oil",234,none
2009,Food Egg,"salt, oil",231,none
2010,Food Egg,"salt, oil",786,none
2011,Food Egg,"salt, oil",736,none
2012,Food Egg,"salt, oil",720,none
2013,Food Egg,"salt, oil",589,none
2014,Food Egg,"salt, oil",678,none
2015,Food Egg,"salt, oil",632,none
2016,Food Egg,"salt, oil",587,none
2017,Food Egg,"salt, oil",441,none
2018,Food Egg,"salt, oil",399,none
2019,Food Egg,"salt, oil",674,none
2020,Food Egg,"salt, oil",351,none
2021,Food Egg,"salt, oil",324,none
2022,Food Egg,"salt, oil",494,none
2023,Food Egg,"salt, oil",722,none
2024,Food Egg,"salt, oil",579,none
2025,Food Egg,"salt, oil",632,none
2026,Food Egg,"salt, oil",671,none
2027,Food Egg,"salt, oil",451,none
2028,Food Egg,"salt, oil",537,none
2029,Food Egg,"salt, oil",282,none
2030,Food Egg,"salt, oil",391,none
2031,Food Egg,"salt, oil",688,none
2032,Food Egg,"salt, oil",758,none
2033,Food Egg,"salt, oil",378,none
2034,Food Egg,"salt, oil",449,none
2035,Food Egg,"salt, oil",366,none
2036,Food Egg,"salt, oil",582,none
2037,Food Egg,"salt, oil",466,none
2038,Food Egg,"salt, oil",583,none
2039,Food Egg,"salt, oil",679,none
2040,Food Egg,"salt, oil",495,none
2041,Food Egg,"salt, oil",519,none
2042,Food Egg,"salt, oil",265,none
2043,Food Egg,"salt, oil",584,none
2044,Food Egg,"salt, oil",472,none
2045,Food Egg,"salt, oil",611,none
2046,Food Egg,"salt, oil",245,none
2047,Food Egg,"salt, oil",587,none
2048,Food Egg,"salt, oil",536,none
2049,Food Egg,"salt, oil",418,none
2050,Food Egg,"salt, oil",624,none
2051,Food Egg,"salt, oil",322,none
2052,Food Egg,"salt, oil",282,none
2053,Food Egg,"salt, oil",384,none
2054,Food Egg,"salt, oil",244,none
2055,Food Egg,"salt, oil",404,none
2056,Food Egg,"salt, oil",582,none
2057,Food Egg,"salt, oil",572,none
2058,Food Egg,"salt, oil",679,none
2059,Food Egg,"salt, oil",524,none
2060,Food Egg,"salt, oil",513,none
2061,Food Egg,"salt, oil",469,none
2062,Food Egg,"salt, oil",216,none
2063,Food Egg,"salt, oil",563,none
2064,Food Egg,"salt, oil",702,none
2065,Food Egg,"salt, oil",464,none
2066,Food Egg,"salt, oil",427,none
2067,Food Egg,"salt, oil",781,none
2068,Food Egg,"salt, oil",203,none
2069,Food Egg,"salt, oil",611,none
2070,Food Egg,"salt, oil",646,none
2071,Food Egg,"salt, oil",694,none
2072,Food Egg,"salt, oil",532,none
2073,Food Egg,"salt, oil",606,none
2074,Food Egg,"salt, oil",250,none
2075,Food Egg,"salt, oil",482,none
2076,Food Egg,"salt, oil",550,none
2077,Food Egg,"salt, oil",779,none
2078,Food Egg,"salt, oil",747,none
2079,Food Egg,"salt, oil",224,none
2080,Food Egg,"salt, oil",546,none
2081,Food Egg,"salt, oil",364,none
2082,Food Egg,"salt, oil",471,none
2083,Food Egg,"salt, oil",376,none
2084,Food Egg,"salt, oil",320,none
2085,Food Egg,"salt, oil",346,none
2086,Food Egg,"salt, oil",350,none
2087,Food Egg,"salt, oil",270,none
2088,Food Egg,"salt, oil",428,none
2089,Food Egg,"salt, oil",708,none
2090,Food Egg,"salt, oil",522,none
2091,Food Egg,"salt, oil",247,none
2092,Food Egg,"salt, oil",686,none
2093,Food Egg,"salt, oil",789,none
2094,Food Egg,"salt, oil",286,none
2095,Food Egg,"salt, oil",259,none
2096,Food Egg,"salt, oil",729,none
2097,Food Egg,"salt, oil",754,none
2098,Food Egg,"salt, oil",757,none
2099,Food Egg,"salt, oil",428,none
2100,Food Egg,"salt, oil",451,none
2101,Food Egg,"salt, oil",250,none
2102,Food Egg,"salt, oil",323,none
2103,Food Egg,"salt, oil",534,none
2104,Food Fried food,"salt, oil",797,none
2105,Food Fried food,"salt, oil",728,none
2106,Food Fried food,"salt, oil",732,none
2107,Food Fried food,"salt, oil",448,none
2108,Food Fried food,"salt, oil",451,none
2109,Food Fried food,"salt, oil",335,none
2110,Food Fried food,"salt, oil",245,none
2111,Food Fried food,"salt, oil",559,none
2112,Food Fried food,"salt, oil",659,none
2113,Food Fried food,"salt, oil",594,none
2114,Food Fried food,"salt, oil",748,none
2115,Food Fried food,"salt, oil",575,none
2116,Food Fried food,"salt, oil",557,none
2117,Food Fried food,"salt, oil",263,none
2118,Food Fried food,"salt, oil",459,none
2119,Food Fried food,"salt, oil",661,none
2120,Food Fried food,"salt, oil",642,none
2121,Food Fried food,"salt, oil",505,none
2122,Food Fried food,"salt, oil",556,none
2123,Food Fried food,"salt, oil",234,none
2124,Food Fried food,"salt, oil",419,none
2125,Food Fried food,"salt, oil",511,none
2126,Food Fried food,"salt, oil",459,none
2127,Food Fried food,"salt, oil",477,none
2128,Food Fried food,"salt, oil",531,none
2129,Food Fried food,"salt, oil",701,none
2130,Food Fried food,"salt, oil",475,none
2131,Food Fried food,"salt, oil",277,none
2132,Food Fried food,"salt, oil",551,none
2133,Food Fried food,"salt, oil",486,none
2134,Food Fried food,"salt, oil",522,none
2135,Food Fried food,"salt, oil",680,none
2136,Food Fried food,"salt, oil",556,none
2137,Food Fried food,"salt, oil",402,none
2138,Food Fried food,"salt, oil",430,none
2139,Food Fried food,"salt, oil",411,none
2140,Food Fried food,"salt, oil",493,none
2141,Food Fried food,"salt, oil",316,none
2142,Food Fried food,"salt, oil",797,none
2143,Food Fried food,"salt, oil",417,none
2144,Food Fried food,"salt, oil",220,none
2145,Food Fried food,"salt, oil",340,none
2146,Food Fried food,"salt, oil",669,none
2147,Food Fried food,"salt, oil",404,none
2148,Food Fried food,"salt, oil",364,none
2149,Food Fried food,"salt, oil",639,none
2150,Food Fried food,"salt, oil",475,none
2151,Food Fried food,"salt, oil",469,none
2152,Food Fried food,"salt, oil",719,none
2153,Food Fried food,"salt, oil",476,none
2154,Food Fried food,"salt, oil",215,none
2155,Food Fried food,"salt, oil",612,none
2156,Food Fried food,"salt, oil",442,none
2157,Food Fried food,"salt, oil",262,none
2158,Food Fried food,"salt, oil",369,none
2159,Food Fried food,"salt, oil",691,none
2160,Food Fried food,"salt, oil",712,none
2161,Food Fried food,"salt, oil",320,none
2162,Food Fried food,"salt, oil",537,none
2163,Food Fried food,"salt, oil",749,none
2164,Food Fried food,"salt, oil",316,none
2165,Food Fried food,"salt, oil",287,none
2166,Food Fried food,"salt, oil",722,none
2167,Food Fried food,"salt, oil",256,none
2168,Food Fried food,"salt, oil",716,none
2169,Food Fried food,"salt, oil",458,none
2170,Food Fried food,"salt, oil",247,none
2171,Food Fried food,"salt, oil",666,none
2172,Food Fried food,"salt, oil",531,none
2173,Food Fried food,"salt, oil",411,none
2174,Food Fried food,"salt, oil",454,none
2175,Food Fried food,"salt, oil",581,none
2176,Food Fried food,"salt, oil",565,none
2177,Food Fried food,"salt, oil",238,none
2178,Food Fried food,"salt, oil",402,none
2179,Food Fried food,"salt, oil",211,none
2180,Food Fried food,"salt, oil",293,none
2181,Food Fried food,"salt, oil",592,none
2182,Food Fried food,"salt, oil",439,none
2183,Food Fried food,"salt, oil",598,none
2184,Food Fried food,"salt, oil",231,none
2185,Food Fried food,"salt, oil",703,none
2186,Food Fried food,"salt, oil",408,none
2187,Food Fried food,"salt, oil",530,none
2188,Food Fried food,"salt, oil",300,none
2189,Food Fried food,"salt, oil",573,none
2190,Food Fried food,"salt, oil",641,none
2191,Food Fried food,"salt, oil",535,none
2192,Food Fried food,"salt, oil",596,none
2193,Food Fried food,"salt, oil",765,none
2194,Food Fried food,"salt, oil",314,none
2195,Food Fried food,"salt, oil",754,none
2196,Food Fried food,"salt, oil",717,none
2197,Food Fried food,"salt, oil",327,none
2198,Food Fried food,"salt, oil",526,none
2199,Food Fried food,"salt, oil",410,none
2200,Food Fried food,"salt, oil",715,none
2201,Food Fried food,"salt, oil",330,none
2202,Food Fried food,"salt, oil",301,none
2203,Food Fried food,"salt, oil",270,none
2204,Food Fried food,"salt, oil",317,none
2205,Food Fried food,"salt, oil",323,none
2206,Food Fried food,"salt, oil",301,none
2207,Food Fried food,"salt, oil",382,none
2208,Food Fried food,"salt, oil",273,none
2209,Food Fried food,"salt, oil",797,none
2210,Food Fried food,"salt, oil",541,none
2211,Food Fried food,"salt, oil",658,none
2212,Food Fried food,"salt, oil",534,none
2213,Food Fried food,"salt, oil",359,none
2214,Food Fried food,"salt, oil",365,none
2215,Food Fried food,"salt, oil",369,none
2216,Food Fried food,"salt, oil",227,none
2217,Food Fried food,"salt, oil",577,none
2218,Food Fried food,"salt, oil",521,none
2219,Food Fried food,"salt, oil",556,none
2220,Food Fried food,"salt, oil",271,none
2221,Food Fried food,"salt, oil",660,none
2222,Food Fried food,"salt, oil",354,none
2223,Food Fried food,"salt, oil",263,none
2224,Food Fried food,"salt, oil",480,none
2225,Food Fried food,"salt, oil",767,none
2226,Food Fried food,"salt, oil",264,none
2227,Food Fried food,"salt, oil",313,none
2228,Food Fried food,"salt, oil",653,none
2229,Food Fried food,"salt, oil",752,none
2230,Food Fried food,"salt, oil",632,none
2231,Food Fried food,"salt, oil",773,none
2232,Food Fried food,"salt, oil",351,none
2233,Food Fried food,"salt, oil",753,none
2234,Food Fried food,"salt, oil",479,none
2235,Food Fried food,"salt, oil",602,none
2236,Food Fried food,"salt, oil",789,none
2237,Food Fried food,"salt, oil",525,none
2238,Food Fried food,"salt, oil",452,none
2239,Food Fried food,"salt, oil",272,none
2240,Food Fried food,"salt, oil",612,none
2241,Food Fried food,"salt, oil",509,none
2242,Food Fried food,"salt, oil",260,none
2243,Food Fried food,"salt, oil",407,none
2244,Food Fried food,"salt, oil",490,none
2245,Food Fried food,"salt, oil",520,none
2246,Food Fried food,"salt, oil",364,none
2247,Food Fried food,"salt, oil",497,none
2248,Food Fried food,"salt, oil",574,none
2249,Food Fried food,"salt, oil",664,none
2250,Food Fried food,"salt, oil",738,none
2251,Food Fried food,"salt, oil",464,none
2252,Food Fried food,"salt, oil",680,none
2253,Food Fried food,"salt, oil",558,none
2254,Food Fried food,"salt, oil",304,none
2255,Food Fried food,"salt, oil",226,none
2256,Food Fried food,"salt, oil",649,none
2257,Food Fried food,"salt, oil",557,none
2258,Food Fried food,"salt, oil",773,none
2259,Food Fried food,"salt, oil",472,none
2260,Food Fried food,"salt, oil",279,none
2261,Food Fried food,"salt, oil",574,none
2262,Food Fried food,"salt, oil",211,none
2263,Food Fried food,"salt, oil",612,none
2264,Food Fried food,"salt, oil",235,none
2265,Food Fried food,"salt, oil",437,none
2266,Food Fried food,"salt, oil",341,none
2267,Food Fried food,"salt, oil",527,none
2268,Food Fried food,"salt, oil",772,none
2269,Food Fried food,"salt, oil",714,none
2270,Food Fried food,"salt, oil",569,none
2271,Food Fried food,"salt, oil",758,none
2272,Food Fried food,"salt, oil",234,none
2273,Food Fried food,"salt, oil",786,none
2274,Food Fried food,"salt, oil",429,none
2275,Food Fried food,"salt, oil",552,none
2276,Food Fried food,"salt, oil",583,none
2277,Food Fried food,"salt, oil",502,none
2278,Food Fried food,"salt, oil",745,none
2279,Food Fried food,"salt, oil",531,none
2280,Food Fried food,"salt, oil",468,none
2281,Food Fried food,"salt, oil",797,none
2282,Food Fried food,"salt, oil",667,none
2283,Food Fried food,"salt, oil",461,none
2284,Food Fried food,"salt, oil",380,none
2285,Food Fried food,"salt, oil",760,none
2286,Food Fried food,"salt, oil",474,none
2287,Food Fried food,"salt, oil",372,none
2288,Food Fried food,"salt, oil",717,none
2289,Food Fried food,"salt, oil",684,none
2290,Food Fried food,"salt, oil",643,none
2291,Food Fried food,"salt, oil",377,none
2292,Food Fried food,"salt, oil",377,none
2293,Food Fried food,"salt, oil",711,none
2294,Food Fried food,"salt, oil",631,none
2295,Food Fried food,"salt, oil",242,none
2296,Food Fried food,"salt, oil",346,none
2297,Food Fried food,"salt, oil",287,none
2298,Food Fried food,"salt, oil",511,none
2299,Food Fried food,"salt, oil",465,none
2300,Food Fried food,"salt, oil",731,none
2301,Food Fried food,"salt, oil",723,none
2302,Food Fried food,"salt, oil",644,none
2303,Food Fried food,"salt, oil",736,none
2304,Food Fried food,"salt, oil",353,none
2305,Food Fried food,"salt, oil",754,none
2306,Food Fried food,"salt, oil",607,none
2307,Food Fried food,"salt, oil",773,none
2308,Food Fried food,"salt, oil",661,none
2309,Food Fried food,"salt, oil",513,none
2310,Food Fried food,"salt, oil",255,none
2311,Food Fried food,"salt, oil",421,none
2312,Food Fried food,"salt, oil",624,none
2313,Food Fried food,"salt, oil",458,none
2314,Food Fried food,"salt, oil",320,none
2315,Food Fried food,"salt, oil",503,none
2316,Food Fried food,"salt, oil",681,none
2317,Food Fried food,"salt, oil",571,none
2318,Food Fried food,"salt, oil",404,none
2319,Food Fried food,"salt, oil",727,none
2320,Food Fried food,"salt, oil",721,none
2321,Food Fried food,"salt, oil",686,none
2322,Food Fried food,"salt, oil",624,none
2323,Food Fried food,"salt, oil",318,none
2324,Food Fried food,"salt, oil",333,none
2325,Food Fried food,"salt, oil",764,none
2326,Food Fried food,"salt, oil",435,none
2327,Food Fried food,"salt, oil",461,none
2328,Food Fried food,"salt, oil",275,none
2329,Food Fried food,"salt, oil",606,none
2330,Food Fried food,"salt, oil",637,none
2331,Food Fried food,"salt, oil",699,none
2332,Food Fried food,"salt, oil",590,none
2333,Food Fried food,"salt, oil",622,none
2334,Food Fried food,"salt, oil",346,none
2335,Food Fried food,"salt, oil",518,none
2336,Food Fried food,"salt, oil",375,none
2337,Food Fried food,"salt, oil",442,none
2338,Food Fried food,"salt, oil",424,none
2339,Food Fried food,"salt, oil",213,none
2340,Food Fried food,"salt, oil",730,none
2341,Food Fried food,"salt, oil",746,none
2342,Food Fried food,"salt, oil",619,none
2343,Food Fried food,"salt, oil",630,none
2344,Food Fried food,"salt, oil",727,none
2345,Food Fried food,"salt, oil",483,none
2346,Food Fried food,"salt, oil",695,none
2347,Food Fried food,"salt, oil",438,none
2348,Food Fried food,"salt, oil",736,none
